Category,Question,Solution,Interviewer,Company
General/Unclassified,Views,,,Devsinc
General/Unclassified,Walmart,,,Devsinc
General/Unclassified,"Pre order,inorder,post order,level order",,,Devsinc
General/Unclassified,"Difference between get and post,",,,Devsinc
General/Unclassified,"Can we do get, post, put, delete using post only?",,,Devsinc
General/Unclassified,"Inorder, postorder, preorder",,,Devsinc
General/Unclassified,"Blue pills 2 red pills, blind man has to eat one of them every day and night how will he identify them",,,Devsinc
General/Unclassified,"Factory 10 machines making coins of 10g each, 1 machine is making coins of 9g, identify t machine with the help of a weight machine but can check reading on weight machine once",,,Devsinc
General/Unclassified,Analytical:,,,Devsinc
General/Unclassified,Func t return 3 on 2 and vice versa,,,Devsinc
General/Unclassified,D matrix diagonal print,,,Devsinc
General/Unclassified,Pick 1 heavy ball from 8 balls in 2 attempts,,,Devsinc
General/Unclassified,Two trains are moving towards each other with a speed of 200km/h.  there is a distance of 400km between them. there is a bird on the front side of first train  which move towards second train and return back when the bird reached the front of the second train. the bird speed is 393.75km/h. what will be the total distance covered by the bird when both trains will collide. another case: distance between them is 200km,,,Devsinc
General/Unclassified,Difference between put and patch.,,,Devsinc
General/Unclassified,"You have to correctly label, 3 wrongly labeled bags in 1 try (pick 1 ball from any bag).1 of them(m) has mix red or black balls, one has only red(r) and one has only black(b) balls.",,,Devsinc
General/Unclassified,"One candy costs one rupees. if you return three wrappers, you'll get an extra candy. how many candies you get for 15 rupees",,,Devsinc
General/Unclassified,Two trains are moving towards each other with a speed of 80km/h.  there is a distance of 160km between them. there is a bird on the front side of first train  which move towards second train and return back when the bird reached the front of the second train. the bird speed is 70km/h. what will be the total distance covered by the bird when both trains will collide.,,,Devsinc
General/Unclassified,You have given 25 horses and have to find top 3 in minimum races.only five horses can participate in a race.,,,Devsinc
General/Unclassified,"You have two candles, each can burn on both ends. each candle take 60 minutes to burn when burn from one side only, similarly it takes 30 minutes if burn from both sides. estimate 45 minutes by using 2 such candles. you have no time, or any scale or measure.",,,Devsinc
General/Unclassified,Measure 4 l water from a jar of 3l and 5l.,,,Devsinc
General/Unclassified,"Time is 3:15 ,tell the angle between minute needle and hour needle.","total clock angle =360. so every hour is of 30degree. each hour consist of 4*15, so for  each 15 min the angle is 7.5degree",,Devsinc
General/Unclassified,"You have 4 tablets, 2 of one type and 2 of other, your task is to eat 2 tablets of one type each. how is t possible?","Divide each tablet into half, and eat 4 halves",,Devsinc
General/Unclassified,Divide a cake into 8 equal pieces in 3 cuts,,,Devsinc
General/Unclassified,"One candy costs one rupees. if you return three wrappers, you'll get an extra candy. how many candies you get for 15 rupees",,,Devsinc
General/Unclassified,Anagram problem in o(n),,,Devsinc
General/Unclassified,Rd interview,,,EMPG
General/Unclassified,Transitive dependency,,,EMPG
General/Unclassified,What is dependency injection,,,EMPG
General/Unclassified,Crud queries,,,EMPG
General/Unclassified,Normalisation,,,EMPG
General/Unclassified,Implementation of cyclic dependency,,,EMPG
General/Unclassified,What is cyclic dependency and give its example,,,EMPG
General/Unclassified,Partial dependency,,,EMPG
Database,Joins,,,EMPG
General/Unclassified,What is dependency injection why we use s,,,EMPG
General/Unclassified,Rd/final technical interview (with rohail akram),,,EMPG
General/Unclassified,Normal forms,,,EMPG
General Coding,Define frnd functions why we use s,,,EMPG
General Coding,What are frnd functions how they are used,,,EMPG
General/Unclassified,What are props?,,Maria Rafique,EMPG
General/Unclassified,Mutual exclusion,,,EMPG
General/Unclassified,"Assessment of decision making -> choice of subjects in matric, intermediate -> reason of resign from internship",,,EMPG
General/Unclassified,Composition vs aggregation,,,EMPG
General/Unclassified,Adapter pattern,,,EMPG
General/Unclassified,Context switching,,,EMPG
General/Unclassified,Aik probability k sawal th,,,EMPG
General/Unclassified,Find the sum of numbers which are arithmetically correct,,,EMPG
General/Unclassified,Parentheses valid check,,,EMPG
General/Unclassified,Composition vs aggregation,,,EMPG
General/Unclassified,Shared resources,,,EMPG
General/Unclassified,Interview 2:,,,Educative
General/Unclassified,Interview 3:,,,Educative
General/Unclassified,Interview 4:,,,Educative
General/Unclassified,St interview qs,,,Educative
General/Unclassified,Several other medium and hard level leetcode problems,,,Educative
General/Unclassified,Find all the possible paths in maze from source to destination.,,,Educative
General Coding,Given two strings find they if are anagrams,,Wasiq Malik,Educative
General/Unclassified,Return the count of maximum nodes in a root to leaf path,,,Educative
General/Unclassified,It was around 2 hour long interview with ceo technosoft,,,Esketchers
Database,Joins inner vs outer,,,Esketchers
General/Unclassified,Q4: what is denormalization and what are its advantages?,,,Esketchers
Database,Joins,,,Esketchers
General/Unclassified,What are triggers,,,Esketchers
General/Unclassified,Result = result + remainder * multiply;,,,Esketchers
General/Unclassified,Else // else remain as such,,,Esketchers
General/Unclassified,Result = result + d2 * multiply;,,,Esketchers
General/Unclassified,If (remainder == d1),,,Esketchers
General/Unclassified,Replaced.if yes  replace,,,Esketchers
General/Unclassified,They'll ask you to score your top 3 technologies/languages and  questioning will be accordingly,,,Esketchers
General/Unclassified,Send by another student **,,,Esketchers
General/Unclassified,Return result;,,,Esketchers
General/Unclassified,Result = result + x * multiply;,,,Esketchers
General/Unclassified,Else // else remain as such,,,Esketchers
General/Unclassified,Result = result + d2 * multiply;,,,Esketchers
General/Unclassified,If (x == d1),,,Esketchers
General/Unclassified,Replaced.if yes  replace,,,Esketchers
General/Unclassified,X = x / 10; // update the value,,,Esketchers
General/Unclassified,Multiply *= 10;,,,Esketchers
General/Unclassified,Hundred place and so on.,,,Esketchers
General/Unclassified,Update and move forward from unit place to,,,Esketchers
General/Unclassified,Check whether it is equal to the digit to be,,,Esketchers
General/Unclassified,"Int replacedigit(int x, int d1, int d2)",,,Esketchers
General/Unclassified,"Cout << arr[row][col] << "" "";",,,Esketchers
General/Unclassified,Int col = i % columns;,,,Esketchers
General/Unclassified,"Example input=replace(423567,6,0)",,,Esketchers
General/Unclassified,"Int result = 0, multiply = 1;",,,Esketchers
General/Unclassified,While (x / 10 > 0) {,,,Esketchers
General/Unclassified,Check whether it is equal to the digit to be,,,Esketchers
General/Unclassified,Int remainder = x % 10;,,,Esketchers
General/Unclassified,Place digit,,,Esketchers
General/Unclassified,Shape *sh=new circle() ;,,,Esketchers
General/Unclassified,Is it valid statement? and explain why?,,,Esketchers
General/Unclassified,Take remainder of number starting from the unit,,,Esketchers
General/Unclassified,"What, need, role of each member",,,Esketchers
General/Unclassified,Pickling in python,,,Esketchers
Database,Be sure about the version of dbs etc you are using,,,Esketchers
General/Unclassified,What is number and why do we use it,,,Esketchers
General/Unclassified,Filtering in python,,,Esketchers
General/Unclassified,How can we measure the efficiency of two algos.....,,,Esketchers
General/Unclassified,What is the most important stage of waterfall model,,,Esketchers
General/Unclassified,Diff b/w 2nd nf and 3rd nf,,,Esketchers
General/Unclassified,"Br, tb, td,",,,Esketchers
General/Unclassified,Diff b/w aggregation and association,,,Esketchers
General/Unclassified,Diff b/w primary and secondary key at least 2 to 3,,,Esketchers
General/Unclassified,How can we implement the switch structure of c++ in python,,,Esketchers
HR/Behavioral,Hiw will you tell your grand mather you are doing software engineering on phone call provided she has no education and she is using nokia 3310 mobile,,,Esketchers
General/Unclassified,What is agile and xp,,,Esketchers
General/Unclassified,Pb-8 in python,,,Esketchers
General/Unclassified,"Accessors, mutators, add operator",,,Esketchers
General/Unclassified,Send by another student **,,,Esketchers
General/Unclassified,Find and replace specific number,,,Esketchers
General/Unclassified,Finding min max,,,Esketchers
General/Unclassified,How to optimise a querry,,,Esketchers
General/Unclassified,Queries,,,Esketchers
General/Unclassified,Diff b/w === and ==,,,Esketchers
General/Unclassified,Better and quicker execution.,,,Esketchers
General/Unclassified,Reduces redundant data.,,,Esketchers
General/Unclassified,Shape * s = new circle();,,,Esketchers
General/Unclassified,Input validation,,,Esketchers
General/Unclassified,Solutions* :,,,Esketchers
General/Unclassified,Int row = i / columns;,,,Esketchers
General/Unclassified,For(int i = 0; i < rows * columns; i++),,,Esketchers
General/Unclassified,Er diagram,,,Esketchers
OS,"Threads, binary seamaphors",,,Esketchers
General/Unclassified,Diff b/w post and get requests,,,Esketchers
General/Unclassified,Uske baad technical interview hwa  jisme sarey basics concepts they,,,Focusteck
General/Unclassified,Or bi koi technical question they yaad niphir finally ceo k sath interview  or google se offer agyi mjhe 80k ki,,,Focusteck
General Coding,Aggregate functions,,Mubarak Ahmad,Focusteck
General/Unclassified,What is closure,,Mubarak Ahmad,Focusteck
General Coding,Given 2 strings find if they are anagrams,,Mubarak Ahmad,Focusteck
Database,Joins konsay hotay hain. joins k nuqsanat.,,,Foomotion
General/Unclassified,Generally asked questions in interview,,,General Questions
General/Unclassified,How do you work in a team?,,,General Questions
General/Unclassified,What is your approach to problem-solving?,,,General Questions
General/Unclassified,Can you describe a time when you had to adapt to change?,,,General Questions
